University Name,Name,Subject,Publications,Avg Co-Author
University of Edinburgh ,Paolo Guagliardo,db,1,0.3
University of Edinburgh ,Hiroshi,Shimodaira,1,0.3
University of Amsterdam ,Max Welling,ml,99,32.5
University of Amsterdam ,Cees Snoek,vision,51,13.7
University of Amsterdam ,Arnold W. M. Smeulders,vision,35,11.0
University of Amsterdam ,Theo Gevers,vision,28,10.9
University of Amsterdam ,Ulle Endriss,ai,24,9.0
University of Amsterdam ,Ekaterina Shutova,nlp,22,7.8
University of Amsterdam ,Christof Monz,nlp,19,7.2
University of Amsterdam ,Raquel Fernández,nlp,14,4.4
University of Amsterdam ,Khalil Sima'an,nlp,14,6.2
University of Amsterdam ,Shaodi You,vision,14,3.5
University of Amsterdam ,Jan-Willem van de Meent,ml,12,2.5
University of Amsterdam ,Joris M. Mooij,ml,11,2.9
University of Amsterdam ,Ronald de Haan,ai,9,3.1
University of Amsterdam ,Willem H. Zuidema,nlp,7,4.5
University of Amsterdam ,Rens Bod,nlp,4,4.0
University of Amsterdam ,Sebastian Schelter,db,1,0.2
University of Waterloo ,Jimmy Lin,"nlp,web+ir",61,20.7
University of Waterloo ,Pascal Poupart,"ml,ai",52,14.8
University of Waterloo ,Pascal Poupart,"ml,ai",52,14.8
University of Waterloo ,Yuri Boykov,vision,47,15.3
University of Waterloo ,Yaoliang Yu,ml,42,12.6
University of Waterloo ,Olga Veksler,vision,27,14.1
University of Waterloo ,Wenhu Chen,nlp,23,4.2
University of Waterloo ,Kate Larson,ai,20,7.7
University of Waterloo ,Gautam Kamath 0001,"ml,theory",18,4.6
University of Waterloo ,Gautam Kamath 0001,"ml,theory",18,4.6
University of Waterloo ,Jesse Hoey,"ai,nlp",15,5.7
University of Waterloo ,Jesse Hoey,"ai,nlp",15,5.7
University of Waterloo ,Jesse Hoey,"ai,nlp",15,5.7
University of Waterloo ,Hongyang Zhang 0001,ml,14,3.8
University of Waterloo ,Shai Ben-David,ml,14,4.8
University of Waterloo ,Shai Ben-David,ml,14,4.8
University of Waterloo ,Ali Ghodsi 0001,nlp,11,3.5
University of Waterloo ,David Toman 0001,ai,11,4.0
University of Waterloo ,Vijay Ganesh,"ai,logic",9,2.3
University of Waterloo ,Olga Vechtomova,nlp,7,1.7
University of Waterloo ,Robin Cohen,ai,6,2.2
University of Waterloo ,Richard Peng,theory,6,1.3
University of Waterloo ,Grant E. Weddell,ai,6,2.3
University of Waterloo ,Bin Ma,nlp,5,1.5
University of Waterloo ,Kimon Fountoulakis,ml,4,1.2
University of Waterloo ,Florian Kerschbaum,"security,db",4,1.5
University of Waterloo ,Florian Kerschbaum,"security,db",4,1.5
University of Waterloo ,Florian Kerschbaum,"security,db",4,1.5
University of Waterloo ,N. Asokan,"security,eda",3,0.7
University of Waterloo ,N. Asokan,"security,eda",3,0.7
University of Waterloo ,N. Asokan,"security,eda",3,0.7
University of Waterloo ,Yuying Li,ai,3,1.3
University of Waterloo ,Yang Young Lu,ml,3,0.8
University of Waterloo ,Richard Mann,"vision,hci",3,1.5
University of Waterloo ,Xi He 0001,db,1,0.2
University of Waterloo ,Yousra Aafer,security,1,0.1
University of Waterloo ,Yousra Aafer,security,1,0.1
University of Waterloo ,Diogo Barradas,security,1,0.3
University of Waterloo ,Diogo Barradas,security,1,0.3
University of Waterloo ,Lukasz Golab,db,1,0.3
University of Waterloo ,Ashwin Nayak,theory,1,0.2
University of Waterloo ,Chaitanya Swamy,theory,1,0.2
University of Waterloo ,Chaitanya Swamy,theory,1,0.2
Fudan University ,Xuanjing Huang,nlp,117,25.5
Fudan University ,Xiangyang Xue,"vision,ai",73,15.6
Fudan University ,Xiangyang Xue,"vision,ai",73,15.6
Fudan University ,Xipeng Qiu,"nlp,ai",70,17.8
Fudan University ,Xipeng Qiu,"nlp,ai",70,17.8
Fudan University ,Qi Zhang 0001,"nlp,ai",65,13.2
Fudan University ,Qi Zhang 0001,"nlp,ai",65,13.2
Fudan University ,Yu-Gang Jiang,"vision,ai",58,13.3
Fudan University ,Yu-Gang Jiang,"vision,ai",58,13.3
Fudan University ,Yanwei Fu,vision,51,10.5
Fudan University ,Zhongyu Wei,nlp,34,6.1
Fudan University ,Bin Li 0015,"ai,ml",28,7.4
Fudan University ,Bin Li 0015,"ai,ml",28,7.4
Fudan University ,Tao Gui,"nlp,ai",26,4.2
Fudan University ,Tao Gui,"nlp,ai",26,4.2
Fudan University ,Yanghua Xiao,"ai,nlp",25,5.0
Fudan University ,Yanghua Xiao,"ai,nlp",25,5.0
Fudan University ,Shuigeng Zhou,ai,23,5.8
Fudan University ,Wei Zhang 0016,"vision,ai",17,3.4
Fudan University ,Wei Zhang 0016,"vision,ai",17,3.4
Fudan University ,Cheng Jin,ai,15,3.5
Fudan University ,Xiaoqing Zheng,"nlp,ai",15,4.5
Fudan University ,Xiaoqing Zheng,"nlp,ai",15,4.5
Fudan University ,Zengfeng Huang,ml,12,3.3
Fudan University ,Wei Wang 0009,"ai,db",10,1.9
Fudan University ,Wei Wang 0009,"ai,db",10,1.9
Fudan University ,Yaqian Zhou,nlp,10,2.2
Fudan University ,Zhihui Wang,"vision,ai",8,1.5
Fudan University ,Zhihui Wang,"vision,ai",8,1.5
Fudan University ,Yuejie Zhang,ai,8,1.4
Fudan University ,Xiangdong Zhou,"vision,ai",8,1.8
Fudan University ,Xiangdong Zhou,"vision,ai",8,1.8
Fudan University ,Bo Yan 0001,"vision,ai",7,1.9
Fudan University ,Bo Yan 0001,"vision,ai",7,1.9
Fudan University ,Zhongzhi Zhang,"web+ir,ai",7,2.0
Fudan University ,Weiwei Sun 0008,"ai,hci",6,1.2
Fudan University ,Zhipeng Xie,ai,6,2.7
Fudan University ,Mingmin Chi,vision,5,1.4
Fudan University ,Yitong Wang,vision,5,0.8
Fudan University ,Wenqing Zhang,vision,5,0.9
Fudan University ,Yanchun Zhang,ai,5,1.0
Fudan University ,Hong Lu 0001,vision,4,0.9
Fudan University ,Yan Qiu Chen,vision,4,1.1
Fudan University ,Xudong Li,ml,4,1.0
Fudan University ,Chaofeng Sha,"ai,se",3,0.9
Fudan University ,Chaofeng Sha,"ai,se",3,0.9
Fudan University ,Shanfeng Zhu comp.,"bio,ai",3,0.6
Fudan University ,Min Yang 0002,security,2,0.4
Fudan University ,Min Yang 0002,security,2,0.4
Fudan University ,Zhenying He,ai,2,0.4
Fudan University ,Xiaoyang Sean Wang,"db,ai,security",2,0.4
Fudan University ,Xiaoyang Sean Wang,"db,ai,security",2,0.4
Fudan University ,Xiaoyang Sean Wang,"db,ai,security",2,0.4
Fudan University ,Xiaoyang Sean Wang,"db,ai,security",2,0.4
Fudan University ,Guangliang Yang 0001,security,1,0.1
Fudan University ,Guangliang Yang 0001,security,1,0.1
Fudan University ,Yuan Zhang 0009,security,1,0.2
Fudan University ,Yuan Zhang 0009,security,1,0.2
Fudan University ,Haibin,Kan,1,0.2
Fudan University ,Yangfan Zhou,se,1,0.3
Fudan University ,Xiahai,Zhuang,1,0.5
Georgia Institute of Technology ,James M. Rehg,vision,71,18.8
Georgia Institute of Technology ,Tuo Zhao,ml,48,9.7
Georgia Institute of Technology ,James Hays,vision,39,9.9
Georgia Institute of Technology ,Irfan A. Essa,"vision,hci",36,9.8
Georgia Institute of Technology ,Diyi Yang,nlp,36,10.3
Georgia Institute of Technology ,Charles L. Isbell Jr.,"ml,robotics",31,9.1
Georgia Institute of Technology ,Charles L. Isbell Jr.,"ml,robotics",31,9.1
Georgia Institute of Technology ,Frank Dellaert,robotics,28,8.4
Georgia Institute of Technology ,Judy Hoffman,vision,26,6.3
Georgia Institute of Technology ,Alan Ritter,nlp,25,7.1
Georgia Institute of Technology ,Alexander G. Gray,ml,22,7.2
Georgia Institute of Technology ,Jacob D. Abernethy,ml,21,7.5
Georgia Institute of Technology ,Wei Xu 0004,nlp,20,5.4
Georgia Institute of Technology ,Zsolt Kira,"vision,robotics",19,4.0
Georgia Institute of Technology ,Zsolt Kira,"vision,robotics",19,4.0
Georgia Institute of Technology ,Mark O. Riedl,ai,14,4.6
Georgia Institute of Technology ,Haesun Park,"ai,ml",12,2.8
Georgia Institute of Technology ,Haesun Park,"ai,ml",12,2.8
Georgia Institute of Technology ,B. Aditya Prakash,"ai,web+ir",12,3.2
Georgia Institute of Technology ,Danfei Xu,"robotics,vision",9,1.8
Georgia Institute of Technology ,Danfei Xu,"robotics,vision",9,1.8
Georgia Institute of Technology ,Ashok K. Goel 0001,ai,8,3.4
Georgia Institute of Technology ,Matthew C. Gombolay,"robotics,ai,ml",7,2.0
Georgia Institute of Technology ,Matthew C. Gombolay,"robotics,ai,ml",7,2.0
Georgia Institute of Technology ,Matthew C. Gombolay,"robotics,ai,ml",7,2.0
Georgia Institute of Technology ,Andrea Thomaz,robotics,6,1.7
Georgia Institute of Technology ,Santosh S. Vempala,theory,6,1.7
Georgia Institute of Technology ,Anqi Wu,ml,6,1.3
Georgia Institute of Technology ,Ling Liu 0001,"hpc,db,security",5,1.4
Georgia Institute of Technology ,Ling Liu 0001,"hpc,db,security",5,1.4
Georgia Institute of Technology ,Ling Liu 0001,"hpc,db,security",5,1.4
Georgia Institute of Technology ,Wenke Lee,security,5,0.9
Georgia Institute of Technology ,Wenke Lee,security,5,0.9
Georgia Institute of Technology ,Michael Bailey,"security,metrics",4,1.0
Georgia Institute of Technology ,Michael Bailey,"security,metrics",4,1.0
Georgia Institute of Technology ,Michael Bailey,"security,metrics",4,1.0
Georgia Institute of Technology ,Sonia Chernova,robotics,4,1.3
Georgia Institute of Technology ,Xu Chu,db,4,0.7
Georgia Institute of Technology ,Greg Turk,"graphics,robotics",4,1.1
Georgia Institute of Technology ,Constantinos Dovrolis,ml,3,1.3
Georgia Institute of Technology ,Mohit Singh,theory,3,0.7
Georgia Institute of Technology ,Frank Li 0001,security,2,0.6
Georgia Institute of Technology ,Frank Li 0001,security,2,0.6
Georgia Institute of Technology ,Mustaque Ahamad,security,2,0.6
Georgia Institute of Technology ,Mustaque Ahamad,security,2,0.6
Georgia Institute of Technology ,Manos Antonakakis,security,2,0.3
Georgia Institute of Technology ,Manos Antonakakis,security,2,0.3
Georgia Institute of Technology ,Will Perkins 0001,theory,1,0.3
Georgia Institute of Technology ,Raheem A. Beyah,security,1,0.2
Georgia Institute of Technology ,Raheem A. Beyah,security,1,0.2
Georgia Institute of Technology ,Ashutosh Dhekne,"mobile,networks",1,0.3
Georgia Institute of Technology ,Saman A. Zonouz,security,1,0.2
Georgia Institute of Technology ,Saman A. Zonouz,security,1,0.2
MBZUAI ,Eric P. Xing,ml,175,49.7
MBZUAI ,Le Song,ml,113,25.0
MBZUAI ,Fahad Shahbaz Khan,vision,66,12.6
MBZUAI ,Kun Zhang 0001,ml,62,13.5
MBZUAI ,Timothy Baldwin,nlp,59,19.6
MBZUAI ,Preslav Nakov,nlp,48,12.9
MBZUAI ,Salman H. Khan 0001,vision,33,6.9
MBZUAI ,Hao Li 0015,"vision,graphics",32,5.4
MBZUAI ,Bin Gu 0001,ai,28,8.2
MBZUAI ,Shangsong Liang,"web+ir,ai",21,7.2
MBZUAI ,Rao Muhammad Anwer,vision,16,2.6
MBZUAI ,Hisham Cholakkal,vision,15,2.7
MBZUAI ,Martin Takác,ml,12,2.6
MBZUAI ,Qirong Ho,ml,10,2.2
MBZUAI ,Muhammad Haris Khan,vision,9,1.7
MBZUAI ,Huan Xiong,vision,9,2.5
MBZUAI ,Hang Dai,vision,8,2.4
MBZUAI ,Hang Dai,vision,8,2.4
MBZUAI ,Zhiqiang Xu,ml,7,3.0
MBZUAI ,Samuel Horváth,ml,4,1.4
MBZUAI ,Hanan Aldarmaki,nlp,2,0.8
University of Texas at Austin ,Zhangyang Wang,ml,125,24.5
University of Texas at Austin ,Peter Stone,"ai,robotics",86,29.8
University of Texas at Austin ,Peter Stone,"ai,robotics",86,29.8
University of Texas at Austin ,Raymond J. Mooney,"nlp,ai",66,26.1
University of Texas at Austin ,Raymond J. Mooney,"nlp,ai",66,26.1
University of Texas at Austin ,Qiang Liu 0001,ml,62,18.6
University of Texas at Austin ,Alexandros G. Dimakis,ml,46,12.4
University of Texas at Austin ,Greg Durrett,nlp,45,16.6
University of Texas at Austin ,Qixing Huang,vision,42,9.9
University of Texas at Austin ,Philipp Krähenbühl,vision,34,11.9
University of Texas at Austin ,Constantine Caramanis,ml,29,8.4
University of Texas at Austin ,Yuke Zhu,"robotics,vision",27,5.9
University of Texas at Austin ,Yuke Zhu,"robotics,vision",27,5.9
University of Texas at Austin ,Katrin Erk,nlp,25,10.8
University of Texas at Austin ,Eunsol Choi,nlp,20,5.3
University of Texas at Austin ,Eric Price 0001,"theory,ml",14,4.0
University of Texas at Austin ,Eric Price 0001,"theory,ml",14,4.0
University of Texas at Austin ,Risto Miikkulainen,"ai,ml",14,5.8
University of Texas at Austin ,Risto Miikkulainen,"ai,ml",14,5.8
University of Texas at Austin ,Swarat Chaudhuri,"ml,pl",12,2.9
University of Texas at Austin ,Adam R. Klivans,ml,11,3.5
University of Texas at Austin ,Chandrajit L. Bajaj,"vision,ml",10,2.8
University of Texas at Austin ,Chandrajit L. Bajaj,"vision,ml",10,2.8
University of Texas at Austin ,Kevin Tian,ml,9,2.5
University of Texas at Austin ,Alexander G. Huth,ml,8,2.4
University of Texas at Austin ,Vladimir Lifschitz,ai,8,3.2
University of Texas at Austin ,David Z. Pan,eda,5,0.8
University of Texas at Austin ,Joydeep Biswas,robotics,4,1.3
University of Texas at Austin ,Bruce W. Porter,ai,4,1.0
University of Texas at Austin ,Shuchi Chawla 0001,theory,1,0.5
University of Texas at Austin ,Scott Aaronson,theory,1,0.2
University of Texas at Austin ,Donald S. Fussell,arch,1,0.5
University of Texas at Austin ,Simon S. Lam,"networks,metrics",1,0.3
Renmin University of China ,Rui Yan 0001,"ai,nlp",68,11.8
Renmin University of China ,Rui Yan 0001,"ai,nlp",68,11.8
Renmin University of China ,Yankai Lin,nlp,40,7.3
Renmin University of China ,Yankai Lin,nlp,40,7.3
Renmin University of China ,Wayne Xin Zhao,"web+ir,nlp",38,7.3
Renmin University of China ,Zhiwu Lu 0001,"ai,vision,ml",36,10.0
Renmin University of China ,Zhiwu Lu 0001,"ai,vision,ml",36,10.0
Renmin University of China ,Zhiwu Lu 0001,"ai,vision,ml",36,10.0
Renmin University of China ,Jun Xu 0001,"web+ir,ai",33,6.4
Renmin University of China ,Wenbing Huang 0001,"ml,ai,vision",33,5.6
Renmin University of China ,Wenbing Huang 0001,"ml,ai,vision",33,5.6
Renmin University of China ,Wenbing Huang 0001,"ml,ai,vision",33,5.6
Renmin University of China ,Hongteng Xu,"ai,ml,vision",32,8.6
Renmin University of China ,Hongteng Xu,"ai,ml,vision",32,8.6
Renmin University of China ,Hongteng Xu,"ai,ml,vision",32,8.6
Renmin University of China ,Yong Liu 0018,"ai,ml",27,8.7
Renmin University of China ,Yong Liu 0018,"ai,ml",27,8.7
Renmin University of China ,Chongxuan Li,ml,23,5.0
Renmin University of China ,Qin Jin,"vision,nlp",17,4.9
Renmin University of China ,Qin Jin,"vision,nlp",17,4.9
Renmin University of China ,Di Hu 0001,vision,15,3.4
Renmin University of China ,Xiaoyong Du 0001,db,15,2.8
Renmin University of China ,Bing Su 0001,"vision,ml",12,4.3
Renmin University of China ,Bing Su 0001,"vision,ml",12,4.3
Renmin University of China ,Ruihua Song,"ai,web+ir",11,2.6
Renmin University of China ,Xirong Li 0001,"vision,ai",9,1.6
Renmin University of China ,Xirong Li 0001,"vision,ai",9,1.6
Renmin University of China ,Weiran Shen,ai,8,2.0
Renmin University of China ,Jing Zhang 0001,ai,7,1.1
Renmin University of China ,Zihe Wang 0001,"ai,ecom",7,2.0
Renmin University of China ,Hong Chen 0001,ai,6,1.1
Renmin University of China ,Tao Liu 0001,nlp,6,1.1
Renmin University of China ,Xiao Zhang 0034,"ai,web+ir",6,2.1
Renmin University of China ,Biao Qin,ai,4,1.9
Renmin University of China ,Zhewei Wei,db,4,0.7
Renmin University of China ,Chunlai Zhou,ai,4,1.9
Renmin University of China ,Ju Fan,db,3,0.6
Renmin University of China ,Wenchang Shi,"se,web+ir,security",3,0.5
Renmin University of China ,Wenchang Shi,"se,web+ir,security",3,0.5
Renmin University of China ,Bin Liang 0002,se,2,0.4
Renmin University of China ,Yongcai Wang,"ai,hci",2,0.5
Renmin University of China ,Feng Zhang 0007,db,1,0.1
Renmin University of China ,Wei Lu 0015,db,1,0.2
Renmin University of China ,Wei You,"security,se",1,0.2
Renmin University of China ,Wei You,"security,se",1,0.2
EPFL ,Pascal Fua,vision,159,44.6
EPFL ,Volkan Cevher,ml,64,18.8
EPFL ,François Fleuret,"ml,vision",54,19.7
EPFL ,François Fleuret,"ml,vision",54,19.7
EPFL ,Martin Jaggi,ml,50,14.4
EPFL ,Boi Faltings,ai,42,16.5
EPFL ,Alexandre Alahi,vision,29,7.6
EPFL ,Florent Krzakala,ml,26,5.9
EPFL ,Pascal Frossard,"vision,ml",24,7.4
EPFL ,Pascal Frossard,"vision,ml",24,7.4
EPFL ,Antoine Bosselut,nlp,23,4.5
EPFL ,Antoine Bosselut,nlp,23,4.5
EPFL ,Amir Zamir,vision,22,5.4
EPFL ,Lenka Zdeborová,ml,22,5.0
EPFL ,Wulfram Gerstner,ml,18,5.8
EPFL ,Negar Kiyavash,ml,18,4.6
EPFL ,Sabine Süsstrunk,vision,16,5.1
EPFL ,Nicolas Flammarion,ml,13,4.1
EPFL ,Rachid Guerraoui,ml,11,2.8
EPFL ,Emmanuel Abbe,ml,10,3.6
EPFL ,Karl Aberer,"web+ir,db",9,2.7
EPFL ,Matthias Grossglauser,ml,9,3.1
EPFL ,Matthias Grossglauser,ml,9,3.1
EPFL ,Patrick Thiran,"ml,web+ir",8,2.1
EPFL ,Pierre Vandergheynst,"ml,vision",8,2.4
EPFL ,Pierre Vandergheynst,"ml,vision",8,2.4
EPFL ,Ola Svensson,theory,7,1.7
EPFL ,Michael Kapralov,theory,6,1.8
EPFL ,Nicolas Boumal,ml,4,1.7
EPFL ,Devis Tuia,vision,4,0.9
EPFL ,Anne-Marie Kermarrec,"db,web+ir",2,0.6
EPFL ,Amin Shokrollahi,ml,2,0.6
EPFL ,Rüdiger L. Urbanke,"ml,theory",2,1.0
EPFL ,Rüdiger L. Urbanke,"ml,theory",2,1.0
EPFL ,Christoph Koch 0001,db,1,0.3
EPFL ,Pierre Dillenbourg,"robotics,hci",1,0.1
EPFL ,Haitham Hassanieh,"networks,mobile",1,0.2
EPFL ,Haitham Hassanieh,"networks,mobile",1,0.2
EPFL ,Auke Jan Ijspeert,robotics,1,0.3
New York University ,Mehryar Mohri,ml,78,24.9
New York University ,Kyunghyun Cho,"nlp,ml",71,20.5
New York University ,Kyunghyun Cho,"nlp,ml",71,20.5
New York University ,Andrew Gordon Wilson,ml,48,13.4
New York University ,Joan Bruna,ml,34,9.8
New York University ,Samuel R. Bowman,nlp,26,6.9
New York University ,Ralph Grishman,nlp,26,9.6
New York University ,Rajesh Ranganath,ml,26,7.5
New York University ,He He 0001,nlp,25,7.5
New York University ,Saining Xie,vision,23,5.1
New York University ,Saining Xie,vision,23,5.1
New York University ,Qi Lei,ml,20,5.0
New York University ,Tal Linzen,nlp,18,6.3
New York University ,Chinmay Hegde,ml,17,4.6
New York University ,Mengye Ren,"ml,vision",17,4.3
New York University ,Mengye Ren,"ml,vision",17,4.3
New York University ,Lerrel Pinto,"ml,robotics",15,3.9
New York University ,Lerrel Pinto,"ml,robotics",15,3.9
New York University ,Chen Feng 0002,"vision,robotics",13,2.8
New York University ,Chen Feng 0002,"vision,robotics",13,2.8
New York University ,Christopher Musco,"ml,theory",11,4.0
New York University ,Christopher Musco,"ml,theory",11,4.0
New York University ,Sumit Chopra,"nlp,ml",10,3.0
New York University ,Sumit Chopra,"nlp,ml",10,3.0
New York University ,Lakshminarayanan Subramanian,"nlp,web+ir",9,2.6
New York University ,Damon McCoy,security,8,1.5
New York University ,Damon McCoy,security,8,1.5
New York University ,Qi Sun,"graphics,eda",8,1.2
New York University ,Siddharth Garg,eda,6,1.6
New York University ,Daniel B. Neill,ai,6,1.9
New York University ,Juliana Freire,"db,visualization",5,1.8
New York University ,Rachel Greenstadt,security,4,1.0
New York University ,Rachel Greenstadt,security,4,1.0
New York University ,Nasir D. Memon,"ml,security,hci",4,1.7
New York University ,Nasir D. Memon,"ml,security,hci",4,1.7
New York University ,Nasir D. Memon,"ml,security,hci",4,1.7
New York University ,Julia Stoyanovich,"db,ai",3,0.9
New York University ,Julia Stoyanovich,"db,ai",3,0.9
New York University ,Julian Togelius,ai,3,0.5
New York University ,Edward K. Wong,vision,3,0.6
New York University ,Jinyang Li 0001,"os,db",2,0.5
New York University ,Richard Cole 0001,"ecom,theory",2,0.7
New York University ,Ernest Davis,ai,2,1.5
New York University ,Danny Yuxing Huang,"web+ir,security,hci",2,0.3
New York University ,Danny Yuxing Huang,"web+ir,security,hci",2,0.3
New York University ,Joseph Tassarotti,"pl,os",2,0.5
New York University ,Joseph Bonneau,security,1,0.2
New York University ,Joseph Bonneau,security,1,0.2
New York University ,Aurojit Panda,networks,1,0.2
New York University ,Dennis E. Shasha,"db,pl",1,0.5
University of Alberta ,Dale Schuurmans,ml,101,27.1
University of Alberta ,Csaba Szepesvári,ml,96,27.7
University of Alberta ,Michael H. Bowling,ai,72,23.3
University of Alberta ,Nathan R. Sturtevant,ai,42,15.5
University of Alberta ,Martha White,ml,41,11.7
University of Alberta ,Richard S. Sutton,ml,37,11.7
University of Alberta ,Russell Greiner,ml,34,11.1
University of Alberta ,Russell Greiner,ml,34,11.1
University of Alberta ,Lili Mou,"nlp,ai",34,6.8
University of Alberta ,Lili Mou,"nlp,ai",34,6.8
University of Alberta ,Grzegorz Kondrak,nlp,31,13.1
University of Alberta ,Robert C. Holte,ai,30,8.4
University of Alberta ,Martin Müller 0003,ai,22,7.8
University of Alberta ,Matthew E. Taylor,ai,21,5.8
University of Alberta ,Levi Lelis,ai,19,7.1
University of Alberta ,Jonathan Schaeffer,ai,18,4.4
University of Alberta ,Yee-Hong Yang,vision,16,6.4
University of Alberta ,Michael Buro,ai,14,5.9
University of Alberta ,Jia-Huai You,ai,13,4.9
University of Alberta ,Denilson Barbosa,nlp,10,3.4
University of Alberta ,Vadim Bulitko,ai,10,3.9
University of Alberta ,Duane Szafron,ai,10,2.7
University of Alberta ,Martin Jägersand,robotics,7,2.0
University of Alberta ,Osmar R. Zaïane,"nlp,ai",7,1.8
University of Alberta ,Osmar R. Zaïane,"nlp,ai",7,1.8
University of Alberta ,Alona Fyshe,"nlp,ml",6,1.5
University of Alberta ,Alona Fyshe,"nlp,ml",6,1.5
University of Alberta ,Randy Goebel,nlp,6,1.7
University of Alberta ,Hong Zhang 0013,robotics,5,1.8
University of Alberta ,Ryan B. Hayward,ai,4,1.3
University of Alberta ,A. Rupam Mahmood,"ml,robotics",4,1.1
University of Alberta ,A. Rupam Mahmood,"ml,robotics",4,1.1
University of Alberta ,James R. Wright,"ml,ecom",4,1.1
University of Alberta ,Paul Lu,ai,3,0.5
University of Alberta ,Anup Basu,vision,2,0.8
University of Alberta ,Matthew Guzdial,ai,2,0.8
University of Alberta ,Zachary Friggstad,theory,1,0.3
University of Alberta ,Mario A. Nascimento,db,1,0.2
Hebrew University of Jerusalem ,Shai Shalev-Shwartz,ml,48,17.8
Hebrew University of Jerusalem ,Shai Shalev-Shwartz,ml,48,17.8
Hebrew University of Jerusalem ,Yair Weiss,"ml,vision",45,18.1
Hebrew University of Jerusalem ,Yair Weiss,"ml,vision",45,18.1
Hebrew University of Jerusalem ,Yair Weiss,"ml,vision",45,18.1
Hebrew University of Jerusalem ,Amnon Shashua,ml,41,17.3
Hebrew University of Jerusalem ,Daphna Weinshall,"ml,nlp",32,11.2
Hebrew University of Jerusalem ,Daphna Weinshall,"ml,nlp",32,11.2
Hebrew University of Jerusalem ,Omri Abend,nlp,30,9.0
Hebrew University of Jerusalem ,Ari Rappoport,nlp,30,12.1
Hebrew University of Jerusalem ,Jeffrey S. Rosenschein,ai,26,7.9
Hebrew University of Jerusalem ,Jeffrey S. Rosenschein,ai,26,7.9
Hebrew University of Jerusalem ,Roy Schwartz 0001,nlp,22,5.2
Hebrew University of Jerusalem ,Gabriel Stanovsky,nlp,19,5.8
Hebrew University of Jerusalem ,Yedid Hoshen,"vision,ml",18,8.5
Hebrew University of Jerusalem ,Yedid Hoshen,"vision,ml",18,8.5
Hebrew University of Jerusalem ,Dani Lischinski,"graphics,vision",18,5.0
Hebrew University of Jerusalem ,Michael Werman,vision,18,7.5
Hebrew University of Jerusalem ,Shmuel Peleg,vision,15,4.8
Hebrew University of Jerusalem ,Amit Daniely,ml,13,6.4
Hebrew University of Jerusalem ,Aviv Zohar,"security,web+ir,ecom",11,3.8
Hebrew University of Jerusalem ,Aviv Zohar,"security,web+ir,ecom",11,3.8
Hebrew University of Jerusalem ,Dafna Shahaf,"nlp,hci",10,4.2
Hebrew University of Jerusalem ,Noam Nisan,"theory,ecom",6,2.4
Hebrew University of Jerusalem ,Raanan Fattal,vision,4,1.8
Hebrew University of Jerusalem ,Katrina Ligett,"ecom,ml",4,1.2
Hebrew University of Jerusalem ,Matan Gavish,ml,3,1.1
Hebrew University of Jerusalem ,Orna Kupferman,"logic,ai",3,0.8
Hebrew University of Jerusalem ,Yair Bartal,theory,1,0.3
Hebrew University of Jerusalem ,Yair Bartal,theory,1,0.3
Hebrew University of Jerusalem ,Sara Cohen,db,1,0.5
Hebrew University of Jerusalem ,Nathan Linial,theory,1,0.3
Hebrew University of Jerusalem ,Michael Schapira,networks,1,0.2
Hebrew University of Jerusalem ,Ami,Wiesel,1,0.3
University of Tokyo ,Masashi Sugiyama,ml,122,32.2
University of Tokyo ,Tatsuya Harada,vision,51,16.3
University of Tokyo ,Yinqiang Zheng,vision,50,12.4
University of Tokyo ,Yoichi Sato,vision,45,12.0
University of Tokyo ,Yusuke Miyao,nlp,37,10.2
University of Tokyo ,Taiji Suzuki,ml,37,15.8
University of Tokyo ,Taiji Suzuki,ml,37,15.8
University of Tokyo ,Issei Sato,ml,32,10.5
University of Tokyo ,Issei Sato,ml,32,10.5
University of Tokyo ,Yoshimasa Tsuruoka,nlp,26,8.1
University of Tokyo ,Yoshitaka Ushiku,vision,19,5.3
University of Tokyo ,Kiyoharu Aizawa,vision,18,5.8
University of Tokyo ,Masaru Kitsuregawa,"nlp,db,ai",17,5.8
University of Tokyo ,Masaru Kitsuregawa,"nlp,db,ai",17,5.8
University of Tokyo ,Masaru Kitsuregawa,"nlp,db,ai",17,5.8
University of Tokyo ,Hiroshi Nakagawa,ml,17,6.5
University of Tokyo ,Toshihiko Yamasaki,vision,16,5.3
University of Tokyo ,Junya Honda,ml,12,3.4
University of Tokyo ,Hideki Nakayama,"nlp,vision",12,3.7
University of Tokyo ,Hideki Nakayama,"nlp,vision",12,3.7
University of Tokyo ,Kumiko Tanaka-Ishii,nlp,9,4.1
University of Tokyo ,Masashi Toyoda,"nlp,ai",7,1.8
University of Tokyo ,Masashi Toyoda,"nlp,ai",7,1.8
University of Tokyo ,Kenji Yamanishi,"ai,ml",7,1.5
University of Tokyo ,Kenji Yamanishi,"ai,ml",7,1.5
University of Tokyo ,Yasuo Kuniyoshi,robotics,6,2.1
University of Tokyo ,Kenichiro Tanaka,vision,6,1.3
University of Tokyo ,Takeshi Naemura,"vision,hci",4,1.2
University of Tokyo ,Yoshihiko Hasegawa,ai,2,1.0
University of Tokyo ,Yoshihiko Hasegawa,ai,2,1.0
University of Tokyo ,Satoru Iwata 0001,theory,1,0.3
University of Tokyo ,Masatoshi Ishikawa,robotics,1,0.3
University of Tokyo ,Wataru Takano,robotics,1,0.5
